Person ID,Detection Time,Similarity Score
ksj47,2025-02-03T13:52:19.431617,0.7699224729077239
ksj47,2025-02-03T13:52:20.083641,0.7603098649750368
ksj47,2025-02-03T13:52:20.643802,0.7673502509553577
ksj47,2025-02-03T13:52:21.277476,0.7732889058646657
ksj47,2025-02-03T13:52:22.419735,0.7750373295916237
ksj47,2025-02-03T13:52:23.071580,0.7446362264784201
ksj47,2025-02-03T13:52:23.827374,0.7325547619407596
ksj47,2025-02-05T15:36:57.110937,0.7181293712558009
ksj47,2025-02-05T15:36:59.254662,0.7001240836344305
ksj47,2025-02-05T15:36:59.736810,0.7158839057319699
ksj47,2025-02-05T15:37:00.196434,0.724895660276054
ksj47,2025-02-05T15:37:16.158644,0.7312978121751468
ksj47,2025-02-05T15:37:16.619988,0.7555162550559664
ksj47,2025-02-05T15:37:18.695530,0.70217236065472
ksj47,2025-02-05T15:37:19.675965,0.7317694257406175
ksj47,2025-02-05T15:38:08.150220,0.7215229526638367
ksj47,2025-02-05T15:38:08.817200,0.7330047378321856
ksj47,2025-02-05T15:38:10.958711,0.7063778029189198
ksj47,2025-02-05T15:38:11.478869,0.7131169048865864
ksj47,2025-02-05T15:38:12.422458,0.7303662133194824
ksj47,2025-02-05T15:38:12.918235,0.7201392616290506
ksj47,2025-02-05T15:38:13.434041,0.7139695553133171
ksj47,2025-02-05T15:38:14.357408,0.7179382349426895
firefly,2025-02-05T15:38:31.877785,0.7377545043056534
firefly,2025-02-05T15:38:32.468953,0.7055914891076004
firefly,2025-02-05T15:38:33.463362,0.7325140103863146
firefly,2025-02-05T15:38:33.943518,0.7365937624238545
firefly,2025-02-05T15:38:34.329172,0.7405778385919859
firefly,2025-02-05T15:38:34.807143,0.7319802561035987
firefly,2025-02-05T15:38:35.288705,0.7407719050022259
firefly,2025-02-05T15:38:35.823614,0.7188599065178625
firefly,2025-02-05T15:38:36.252513,0.7047277398183476
firefly,2025-02-05T15:38:36.714310,0.7487651742193886
firefly,2025-02-05T15:38:37.477789,0.7444918460273675
firefly,2025-02-05T15:38:39.652829,0.7751158760224196
firefly,2025-02-05T15:38:42.340515,0.7055741859951961
firefly,2025-02-05T15:38:45.238776,0.7257758748381713
ksj47,2025-02-05T15:38:57.736371,0.7213316008057851
ksj47,2025-02-05T15:43:31.383583,0.7324704339907393
ksj47,2025-02-05T15:43:31.886317,0.7215155858991558
ksj47,2025-02-05T15:43:32.469240,0.7065114436332041
ksj47,2025-02-05T15:43:32.967519,0.7099216447342769
ksj47,2025-02-05T15:43:33.478629,0.7139370423340666
ksj47,2025-02-05T15:43:34.033010,0.7349291239549013
ksj47,2025-02-05T15:43:35.290247,0.7528448087326851
manzoor032,2025-02-05T15:47:19.230660,0.7644713837893626
manzoor032,2025-02-05T15:47:19.731690,0.7531793694987541
manzoor032,2025-02-05T15:47:20.178651,0.7612015002091795
manzoor032,2025-02-05T15:47:20.674263,0.743119629702372
manzoor032,2025-02-05T15:47:21.454877,0.7719692416529489
manzoor032,2025-02-05T15:47:21.927631,0.7707461510668476
manzoor032,2025-02-05T15:47:22.454304,0.7781853608924335
manzoor032,2025-02-05T15:47:22.953054,0.7771470217915344
manzoor032,2025-02-05T15:47:23.421931,0.7543863307592011
manzoor032,2025-02-05T15:47:23.949141,0.7705534266865662
manzoor032,2025-02-05T15:47:32.462319,0.7658596536177564
manzoor032,2025-02-05T15:47:32.897952,0.7323589377924742
manzoor032,2025-02-05T15:47:33.343431,0.7509717611186413
manzoor032,2025-02-05T15:47:33.923222,0.7468043398193285
manzoor032,2025-02-05T15:47:34.442620,0.7280350670085338
manzoor032,2025-02-05T15:47:34.911112,0.7209760499025691
manzoor032,2025-02-05T15:47:35.328354,0.7122137404207993
manzoor032,2025-02-05T15:47:35.794528,0.7371441382032252
manzoor032,2025-02-05T15:47:36.332668,0.7037527984722681
manzoor032,2025-02-05T15:47:36.782926,0.7081122130603537
manzoor032,2025-02-05T15:47:37.274696,0.7309007795750664
manzoor032,2025-02-05T15:47:37.806252,0.7271866424174608
manzoor032,2025-02-05T15:47:38.322261,0.7615362615432764
manzoor032,2025-02-05T15:47:41.235642,0.7176588764628747
manzoor032,2025-02-05T15:47:41.693125,0.7024530557952169
manzoor032,2025-02-05T15:47:42.902619,0.7432890690822662
ksj47,2025-02-05T17:11:53.958558,0.7328767903468665
ksj47,2025-02-05T17:11:54.612374,0.7025921579904288
ksj47,2025-02-05T17:11:55.244210,0.7274191916673398
ksj47,2025-02-05T17:11:55.801154,0.7360898931962312
ksj47,2025-02-05T17:11:56.396511,0.732725649283799
ksj47,2025-02-05T17:11:57.129191,0.7259207740810327
ksj47,2025-02-05T17:11:57.946475,0.7484919218653414
ksj47,2025-02-05T17:11:58.912934,0.7569617453625753
ksj47,2025-02-05T17:11:59.506622,0.7330488038163874
ksj47,2025-02-05T17:12:00.151403,0.7521380628636631
ksj47,2025-02-05T17:12:00.918345,0.7410826791257135
ksj47,2025-02-05T17:12:01.657791,0.719998653205649
ksj47,2025-02-05T17:12:02.506858,0.738717163538616
ksj47,2025-02-05T17:12:03.181984,0.7304781686804374
ksj47,2025-02-05T17:12:03.959135,0.7334843916532012
ksj47,2025-02-05T17:12:04.842749,0.7316863855955661
ksj47,2025-02-05T17:12:05.965219,0.7377429161999727
ksj47,2025-02-05T17:12:06.747229,0.7245173672048911
ksj47,2025-02-05T17:12:07.653226,0.7213806528701907
ksj47,2025-02-05T17:12:08.814536,0.7413524745496797
ksj47,2025-02-05T17:12:11.504173,0.7205567515082247
ksj47,2025-02-05T17:12:12.440702,0.7002570769515246
ksj47,2025-02-05T17:12:13.510080,0.7114723276217176
ksj47,2025-02-05T17:12:15.285719,0.700261676384597
ksj47,2025-02-05T17:12:16.341209,0.7272667179007243
ksj47,2025-02-05T17:12:17.247602,0.7316403446560688
ksj47,2025-02-05T17:12:18.602092,0.7088525003455
ksj47,2025-02-05T17:12:19.484110,0.7255293223083636
ksj47,2025-02-05T17:12:22.438705,0.7342815592714673
ksj47,2025-02-05T17:12:23.334249,0.7346214828513001
ksj47,2025-02-05T17:12:24.869138,0.7192108766817864
ksj47,2025-02-05T17:12:25.753091,0.7316624924047398
ksj47,2025-02-05T17:12:26.917733,0.7320158651594358
ksj47,2025-02-05T17:13:55.948866,0.7716544726652937
ksj47,2025-02-05T17:14:02.924256,0.7243198763658991
ksj47,2025-02-05T17:14:03.791399,0.7186764388977762
ksj47,2025-02-05T17:14:09.409460,0.7238795058037814
ksj47,2025-02-05T17:14:10.338649,0.7212973939728614
ksj47,2025-02-05T17:14:14.224227,0.7681236586168539
ksj47,2025-02-05T17:14:15.040047,0.7940138462458525
ksj47,2025-02-05T17:14:15.825242,0.7821459476816112
ksj47,2025-02-05T17:14:16.660904,0.7554586888976633
ksj47,2025-02-05T17:14:17.296826,0.7957675254012275
ksj47,2025-02-05T17:14:18.127221,0.7866575232857866
ksj47,2025-02-05T17:14:18.871465,0.7353971381125006
ksj47,2025-02-05T17:14:19.552343,0.7279366710883286
ksj47,2025-02-05T17:14:20.209095,0.7290585746938048
ksj47,2025-02-05T17:14:20.814750,0.750618023694487
ksj47,2025-02-05T17:14:21.438728,0.79076929358691
ksj47,2025-02-05T17:14:22.156865,0.7315498563860106
ksj47,2025-02-05T17:14:22.878752,0.781038044682802
ksj47,2025-02-05T17:14:23.522068,0.7330042372040375
ksj47,2025-02-05T17:14:24.047581,0.7278831812070328
ksj47,2025-02-05T17:14:24.670481,0.711902784974602
ksj47,2025-02-05T17:14:25.281259,0.7205024720229845
ksj47,2025-02-05T17:14:26.448150,0.7208774721901245
ksj47,2025-02-05T17:14:27.024452,0.732079296042851
ksj47,2025-02-05T17:14:27.614709,0.7317233570673245
ksj47,2025-02-05T17:14:28.324125,0.7204698105177036
ksj47,2025-02-05T17:14:29.057064,0.7749662157071939
ksj47,2025-02-05T17:14:29.568770,0.7418847696385176
ksj47,2025-02-05T17:14:30.134908,0.7790752577913905
ksj47,2025-02-05T17:14:30.915799,0.781182874456998
ksj47,2025-02-05T17:14:31.709654,0.7337301593326067
ksj47,2025-02-05T17:14:32.514796,0.7966982867925467
ksj47,2025-02-05T17:14:33.265186,0.7348903543251897
ksj47,2025-02-05T17:14:33.997721,0.7678074343926906
ksj47,2025-02-05T17:14:34.623861,0.7226197130380944
ksj47,2025-02-05T17:14:35.122867,0.7671469311335688
ksj47,2025-02-05T17:14:35.645733,0.7557135658271058
ksj47,2025-02-05T17:14:36.275096,0.7956069830693606
ksj47,2025-02-05T17:14:36.816789,0.759880318271511
ksj47,2025-02-05T17:14:37.333744,0.7525082600669524
ksj47,2025-02-05T17:14:38.005567,0.8031061146167848
ksj47,2025-02-05T17:14:39.118869,0.7866435451623037
ksj47,2025-02-05T17:14:39.613790,0.7968260098421517
ksj47,2025-02-05T17:14:40.272734,0.7909802436361686
ksj47,2025-02-05T17:14:41.410058,0.8133014751002265
ksj47,2025-02-05T17:14:42.132132,0.7871121360232037
ksj47,2025-02-05T17:14:42.832206,0.7289232309858167
ksj47,2025-02-05T17:14:43.586480,0.7678797812929462
ksj47,2025-02-05T17:14:44.318519,0.7608665374484174
ksj47,2025-02-05T17:14:45.010338,0.7300013887059077
ksj47,2025-02-05T17:14:45.553990,0.7692406945581631
ksj47,2025-02-05T17:14:46.096087,0.7685062051670369
ksj47,2025-02-05T17:14:47.505731,0.7065935095702811
ksj47,2025-02-05T17:15:09.695168,0.7106025924512155
ksj47,2025-02-05T17:15:10.738709,0.7494277401339897
ksj47,2025-02-05T17:15:11.410019,0.7178052766435323
ksj47,2025-02-05T17:15:15.519217,0.7131915273879852
ksj47,2025-02-05T17:15:16.223858,0.7197357208992545
ksj47,2025-02-05T17:15:16.877758,0.7110820738041161
ksj47,2025-02-05T17:15:17.394067,0.7110624734534985
ksj47,2025-02-05T17:15:17.904659,0.7276947745743232
ksj47,2025-02-05T17:15:18.419494,0.7172405137930254
ksj47,2025-02-05T17:15:19.582388,0.7146047660660036
ksj47,2025-02-05T17:15:25.859696,0.7154799454024551
ksj47,2025-02-05T17:37:09.613604,0.7359199032746108
ksj47,2025-02-05T17:37:11.365524,0.718488761317673
ksj47,2025-02-05T17:37:12.382429,0.7249610621405207
ksj47,2025-02-05T17:37:16.384354,0.7541856866203642
ksj47,2025-02-05T17:37:17.097756,0.7612013493174942
ksj47,2025-02-05T17:37:17.940507,0.7120626824744716
ksj47,2025-02-05T17:37:18.751850,0.7228243397486047
ksj47,2025-02-05T17:37:19.648327,0.7264333906441112
ksj47,2025-02-05T17:37:21.212142,0.7503861954285499
ksj47,2025-02-05T17:37:21.922771,0.7336445796883093
ksj47,2025-02-05T17:37:22.855806,0.752751711212432
ksj47,2025-02-05T17:37:23.473463,0.7462695114226499
ksj47,2025-02-05T17:37:24.208549,0.752623598961671
ksj47,2025-02-05T17:37:25.255779,0.7546212201793475
ksj47,2025-02-05T17:37:26.543947,0.7542129317708833
ksj47,2025-02-05T17:37:27.474163,0.7551596998742409
ksj47,2025-02-05T17:37:28.729285,0.7528630872061053
ksj47,2025-02-05T17:37:30.164207,0.7614453785326956
ksj47,2025-02-05T17:37:31.273878,0.7448684742095777
ksj47,2025-02-05T17:37:33.551061,0.7449840392760716
ksj47,2025-02-05T17:37:34.663502,0.7089993643847634
ksj47,2025-02-05T17:37:36.498367,0.732735443546007
ksj47,2025-02-05T17:37:37.517979,0.7298756813519062
ksj47,2025-02-05T17:37:38.724509,0.7254271976628824
ksj47,2025-02-05T17:37:40.058245,0.7217727524131635
ksj47,2025-02-05T17:37:41.136575,0.7034353360168786
ksj47,2025-02-05T17:37:44.434576,0.7340095719936266
ksj47,2025-02-05T17:37:45.712616,0.7230366370557886
ksj47,2025-02-05T17:37:47.323265,0.7207328060520084
ksj47,2025-02-05T17:37:48.357482,0.7518195404202536
ksj47,2025-02-05T17:37:49.520653,0.73866384320531
ksj47,2025-02-05T17:37:50.481035,0.741548995724141
ksj47,2025-02-05T17:37:51.406649,0.7685808788056495
ksj47,2025-02-05T17:37:52.351954,0.7302560199354311
ksj47,2025-02-05T17:37:53.774146,0.7109549691005399
ksj47,2025-02-05T17:37:54.485200,0.7074067710129479
ksj47,2025-02-05T17:37:57.466004,0.7097171809040768
ksj47,2025-02-05T17:37:58.078854,0.7238617928274813
ksj47,2025-02-05T17:38:00.711147,0.7238866286282594
ksj47,2025-02-05T17:38:01.503369,0.7483635055976581
ksj47,2025-02-05T17:38:02.539272,0.7710803176427183
ksj47,2025-02-05T17:38:04.009200,0.7221558463992126
ksj47,2025-02-05T17:38:10.758988,0.7249787948653392
ksj47,2025-02-05T17:38:14.372667,0.7061045898477933
ksj47,2025-02-05T17:38:19.569545,0.7033368168979834
ksj47,2025-02-05T17:39:57.462338,0.7109457196455465
ksj47,2025-02-05T17:39:59.064293,0.707268509942951
ksj47,2025-02-05T17:40:00.859387,0.7050884878432158
ksj47,2025-02-05T17:40:02.418042,0.732718597052753
ksj47,2025-02-05T17:40:03.968030,0.7517612817460664
ksj47,2025-02-05T17:40:05.064454,0.7246398063217263
ksj47,2025-02-05T17:40:06.278718,0.7214529055933134
ksj47,2025-02-05T17:40:07.469382,0.7337379737494545
ksj47,2025-02-05T17:40:08.677899,0.708170159488321
ksj47,2025-02-05T17:40:09.511777,0.7163134903672509
ksj47,2025-02-05T17:40:10.743135,0.7241173373135183
ksj47,2025-02-05T17:40:13.222492,0.7163336721564468
ksj47,2025-02-05T17:40:17.334502,0.7552800841371455
ksj47,2025-02-05T17:40:18.298879,0.766958361499495
ksj47,2025-02-05T17:40:19.057988,0.7104300276958935
ksj47,2025-02-05T17:40:19.832456,0.7300650332422678
ksj47,2025-02-05T17:40:20.565583,0.721983679482143
ksj47,2025-02-05T17:40:22.150258,0.7254365266231416
ksj47,2025-02-05T17:40:23.063546,0.728429242091333
ksj47,2025-02-05T17:41:28.538503,0.7054073796457738
ksj47,2025-02-05T17:41:33.058886,0.7623766617454921
ksj47,2025-02-05T17:41:34.295010,0.7202761882582633
ksj47,2025-02-05T17:41:34.954345,0.7054865861297231
ksj47,2025-02-05T17:41:42.995805,0.7203848404087982
ksj47,2025-02-05T17:41:43.565245,0.700729320845495
ksj47,2025-02-05T17:41:44.406844,0.7146916350758885
ksj47,2025-02-05T17:41:45.208910,0.7454352604381693
ksj47,2025-02-05T17:41:46.073414,0.721689110786909
ksj47,2025-02-05T17:41:46.947589,0.711492627044165
ksj47,2025-02-05T17:41:47.618867,0.7107482324696668
ksj47,2025-02-05T17:41:50.006078,0.703416439065722
ksj47,2025-02-05T17:41:50.906638,0.7350592319947966
ksj47,2025-02-05T17:41:51.627186,0.7242356924932959
ksj47,2025-02-05T17:41:52.439343,0.7209983865371385
ksj47,2025-02-05T17:41:55.032106,0.7116975802121224
ksj47,2025-02-05T17:41:55.656944,0.7348749598926569
ksj47,2025-02-05T17:41:56.861114,0.7373687108728264
ksj47,2025-02-05T17:41:57.496267,0.713776549239998
ksj47,2025-02-05T17:41:58.295988,0.738283763399703
ksj47,2025-02-05T17:41:59.051441,0.7445172109044805
ksj47,2025-02-05T17:41:59.625816,0.7101497002342825
ksj47,2025-02-05T17:42:01.496654,0.7000519540506521
ksj47,2025-02-05T17:42:06.087058,0.7084681239219937
ksj47,2025-02-05T17:42:06.759515,0.7255726722727946
ksj47,2025-02-05T17:42:07.473424,0.7046486492387589
ksj47,2025-02-05T17:42:08.471216,0.7231416693083883
ksj47,2025-02-05T17:42:09.171808,0.7006921634148771
ksj47,2025-02-05T17:42:09.911539,0.7332116591384364
ksj47,2025-02-05T17:42:11.375796,0.7350836162420576
ksj47,2025-02-05T17:42:12.600423,0.7232477220758078
ksj47,2025-02-05T17:42:14.212120,0.7312397763675766
ksj47,2025-02-05T18:27:52.268964,0.7088804264452007
ksj47,2025-02-05T18:27:54.346431,0.7597541786900807
ksj47,2025-02-05T18:27:55.273037,0.7122883426011997
ksj47,2025-02-05T18:27:56.054656,0.7374792583809809
ksj47,2025-02-05T18:27:57.016458,0.7034872321705643
ksj47,2025-02-05T18:27:57.626250,0.7607822196168146
ksj47,2025-02-05T18:27:58.396362,0.751685235350143
ksj47,2025-02-05T18:27:59.321314,0.7374906171150339
ksj47,2025-02-05T18:28:00.280709,0.7165557380859231
ksj47,2025-02-05T18:28:01.609366,0.7168682594882888
ksj47,2025-02-05T18:28:02.313369,0.7423121813796487
ksj47,2025-02-05T18:28:03.096831,0.7460509374048363
ksj47,2025-02-05T18:28:06.053145,0.7086410961662233
ksj47,2025-02-05T18:41:52.300808,0.7104719724572468
ksj47,2025-02-05T18:41:53.290513,0.7464979937863754
ksj47,2025-02-05T18:41:54.106865,0.702214612849114
ksj47,2025-02-05T18:41:54.645676,0.7484677943870006
ksj47,2025-02-05T18:41:57.753923,0.7111253079780873
ksj47,2025-02-05T18:41:59.193092,0.7074130446302903
ksj47,2025-02-05T18:45:26.068281,0.7170347966274314
ksj47,2025-02-05T18:45:26.595341,0.7163776718301155
ksj47,2025-02-05T18:45:27.041318,0.7073678275021086
ksj47,2025-02-05T18:45:27.500610,0.7096184346810942
ksj47,2025-02-05T18:45:30.562592,0.7387002341873034
ksj47,2025-02-05T18:45:31.492682,0.7125145910059762
ksj47,2025-02-05T18:45:31.964146,0.7160582954709847
ksj47,2025-02-05T18:45:32.610030,0.722539543443613
ksj47,2025-02-05T18:45:33.198078,0.7117611072025216
ksj47,2025-02-05T18:45:33.664082,0.7041421265526174
ksj47,2025-02-05T18:45:34.204133,0.70249126525189
ksj47,2025-02-05T18:45:34.623400,0.7841061151992426
ksj47,2025-02-05T18:45:35.072824,0.743096341871313
ksj47,2025-02-05T18:45:35.500242,0.7363072963192661
ksj47,2025-02-05T18:45:35.965689,0.7139441092799976
ksj47,2025-02-05T18:45:36.435309,0.7253937179406096
ksj47,2025-02-05T18:45:36.848817,0.7339686024584635
ksj47,2025-02-05T18:45:37.452972,0.7189365115889366
ksj47,2025-02-05T18:45:37.916816,0.7375993482990045
ksj47,2025-02-05T18:45:38.435522,0.7567052466498533
ksj47,2025-02-05T18:45:38.877162,0.7353049877368725
ksj47,2025-02-05T18:45:39.345506,0.739774537102235
ksj47,2025-02-05T18:45:39.847918,0.7586811064766898
ksj47,2025-02-05T18:45:40.572430,0.7370003632312926
ksj47,2025-02-05T18:45:41.776193,0.7471773233116106
ksj47,2025-02-05T18:45:42.252170,0.7105162426730864
ksj47,2025-02-05T18:45:42.776701,0.7407946595182374
ksj47,2025-02-05T18:45:43.473917,0.7365517599130051
ksj47,2025-02-05T18:45:44.126284,0.7525331788415949
ksj47,2025-02-05T18:45:44.590980,0.7288134109473657
ksj47,2025-02-05T18:45:45.164420,0.7397791140449264
ksj47,2025-02-05T18:45:45.659589,0.7120038131329853
ksj47,2025-02-05T18:45:46.029650,0.73018847537203
ksj47,2025-02-05T18:45:46.588518,0.7095935460799829
ksj47,2025-02-05T18:45:47.199993,0.7300257768702907
ksj47,2025-02-05T18:45:47.706964,0.7345331260026706
ksj47,2025-02-05T18:45:48.190166,0.7628134681377374
ksj47,2025-02-05T18:45:48.789927,0.7267134613715877
ksj47,2025-02-05T18:45:49.358434,0.7231909373291401
ksj47,2025-02-05T18:45:49.938332,0.7080377269140113
ksj47,2025-02-05T18:45:50.521930,0.7441874258214178
ksj47,2025-02-05T18:45:51.038905,0.7255860744147733
ksj47,2025-02-05T18:45:51.546412,0.7523110842445326
ksj47,2025-02-05T18:45:52.042017,0.7282513614477901
ksj47,2025-02-05T18:45:52.461428,0.7031451339566042
ksj47,2025-02-05T18:45:53.028285,0.7230422372905327
ksj47,2025-02-05T18:45:53.983381,0.7389551063405098
ksj47,2025-02-05T13:23:20.949002+00:00,0.7526
ksj47,2025-02-05T13:23:21.785054+00:00,0.7310
ksj47,2025-02-05T13:23:26.985844+00:00,0.7244
ksj47,2025-02-05T13:23:27.451204+00:00,0.7321
ksj47,2025-02-05T13:23:30.667873+00:00,0.7144
ksj47,2025-02-05T13:23:31.580524+00:00,0.7178
ksj47,2025-02-05T13:23:32.187802+00:00,0.7314
ksj47,2025-02-05T13:23:32.787516+00:00,0.7161
ksj47,2025-02-05T13:23:33.310981+00:00,0.7282
ksj47,2025-02-05T13:23:34.643314+00:00,0.7261
ksj47,2025-02-05T13:23:35.834703+00:00,0.7437
ksj47,2025-02-05T13:23:36.350546+00:00,0.7121
ksj47,2025-02-05T13:23:36.923174+00:00,0.7459
ksj47,2025-02-05T13:23:37.804399+00:00,0.7237
ksj47,2025-02-05T13:23:38.299363+00:00,0.7257
ksj47,2025-02-05T13:23:44.042786+00:00,0.7384
ksj47,2025-02-05T13:23:46.287017+00:00,0.7037
ksj47,2025-02-05T13:23:47.088402+00:00,0.7145
ksj47,2025-02-05T13:23:47.566928+00:00,0.7069
ksj47,2025-02-05T13:23:48.034314+00:00,0.7331
ksj47,2025-02-05T13:23:48.667963+00:00,0.7123
ksj47,2025-02-05T13:23:49.194896+00:00,0.7510
ksj47,2025-02-05T13:23:50.106449+00:00,0.7094
ksj47,2025-02-05T13:23:50.635900+00:00,0.7084
ksj47,2025-02-05T13:23:53.995187+00:00,0.7428
ksj47,2025-02-05T13:23:54.519511+00:00,0.7287
ksj47,2025-02-05T13:23:55.226673+00:00,0.7318
ksj47,2025-02-05T13:23:56.013661+00:00,0.7226
ksj47,2025-02-05T13:23:56.790284+00:00,0.7002
ksj47,2025-02-05T13:27:35.080207+00:00,0.7013
ksj47,2025-02-05T13:27:36.873113+00:00,0.7212
ksj47,2025-02-05T13:27:37.658214+00:00,0.7302
ksj47,2025-02-05T13:27:38.087214+00:00,0.7081
ksj47,2025-02-05T13:27:38.600199+00:00,0.7119
ksj47,2025-02-05T13:27:39.008817+00:00,0.7111
ksj47,2025-02-05T13:27:39.542113+00:00,0.7105
ksj47,2025-02-05T13:27:40.128455+00:00,0.7080
ksj47,2025-02-05T13:27:40.624072+00:00,0.7409
ksj47,2025-02-05T13:27:43.082047+00:00,0.7326
ksj47,2025-02-05T13:28:54.827338+00:00,0.7225
ksj47,2025-02-05T13:28:55.519314+00:00,0.7328
ksj47,2025-02-05T13:28:56.271442+00:00,0.7191
ksj47,2025-02-05T13:28:58.765643+00:00,0.7229
ksj47,2025-02-05T13:28:59.429064+00:00,0.7790
ksj47,2025-02-05T13:29:00.188592+00:00,0.7352
ksj47,2025-02-05T13:29:01.039043+00:00,0.7352
ksj47,2025-02-05T13:29:02.155027+00:00,0.7738
ksj47,2025-02-05T13:29:02.891357+00:00,0.7131
ksj47,2025-02-05T13:29:03.679606+00:00,0.7278
ksj47,2025-02-05T13:29:04.352905+00:00,0.7785
ksj47,2025-02-05T13:29:05.058935+00:00,0.7068
ksj47,2025-02-05T13:29:05.813161+00:00,0.7370
ksj47,2025-02-05T13:29:06.401891+00:00,0.7761
ksj47,2025-02-05T13:29:07.203259+00:00,0.7412
ksj47,2025-02-05T13:29:08.115755+00:00,0.7416
ksj47,2025-02-05T13:29:08.848782+00:00,0.7621
ksj47,2025-02-05T13:29:10.090373+00:00,0.7389
ksj47,2025-02-05T13:29:11.213045+00:00,0.7293
ksj47,2025-02-05T13:29:12.200203+00:00,0.7304
ksj47,2025-02-05T13:29:13.052614+00:00,0.7515
ksj47,2025-02-05T13:29:14.397212+00:00,0.7315
ksj47,2025-02-05T13:30:36.156852+00:00,0.7000
ksj47,2025-02-05T13:30:36.911754+00:00,0.7068
ksj47,2025-02-05T13:30:38.286485+00:00,0.7223
ksj47,2025-02-05T13:30:39.352027+00:00,0.7088
ksj47,2025-02-05T13:30:40.137093+00:00,0.7173
ksj47,2025-02-05T13:30:41.808021+00:00,0.7018
ksj47,2025-02-05T13:30:42.680424+00:00,0.7093
ksj47,2025-02-05T13:30:43.540541+00:00,0.7177
ksj47,2025-02-05T13:30:44.445864+00:00,0.7036
ksj47,2025-02-05T13:30:45.381299+00:00,0.7434
ksj47,2025-02-05T13:30:46.421563+00:00,0.7317
ksj47,2025-02-05T13:30:47.487652+00:00,0.7343
ksj47,2025-02-05T13:30:48.183904+00:00,0.7014
ksj47,2025-02-05T19:28:23.179998,0.7235384776597535
ksj47,2025-02-05T19:28:23.736236,0.7177523249719244
ksj47,2025-02-05T19:28:25.894153,0.7357840912815322
ksj47,2025-02-05T19:28:27.014479,0.7135666589554452
ksj47,2025-02-05T19:28:27.508183,0.7544986710621526
ksj47,2025-02-05T19:28:37.366566,0.73439027854222
ksj47,2025-02-05T19:28:40.920226,0.7049266888325785
ksj47,2025-02-05T19:28:41.421160,0.7118995252747398
ksj47,2025-02-05T19:28:42.006477,0.708929933339841
ksj47,2025-02-05T19:28:42.652229,0.7145929957572953
ksj47,2025-02-05T19:30:26.918733,0.7150889157075077
ksj47,2025-02-05T19:30:28.634023,0.714060419955006
ksj47,2025-02-05T19:30:31.270932,0.704429842300111
ksj47,2025-02-05T19:30:32.661910,0.8143464789362507
ksj47,2025-02-05T19:30:35.880907,0.7577529625503907
ksj47,2025-02-05T19:30:36.640002,0.7602082875864962
ksj47,2025-02-05T19:30:38.441712,0.7558499347398979
